,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_learning_rate,param_loss,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
33,0.0016005516052246093,0.0001485429565601043,0.0,0.0,0.0005,constant,epsilon_insensitive,l2,"{'alpha': 0.0005, 'learning_rate': 'constant', 'loss': 'epsilon_insensitive', 'penalty': 'l2'}",,,,,,,,28
34,0.0015514850616455077,4.401715808190479e-05,0.0,0.0,0.0005,constant,epsilon_insensitive,l1,"{'alpha': 0.0005, 'learning_rate': 'constant', 'loss': 'epsilon_insensitive', 'penalty': 'l1'}",,,,,,,,28
35,0.00161590576171875,0.00010164023113995647,0.0,0.0,0.0005,constant,epsilon_insensitive,elasticnet,"{'alpha': 0.0005, 'learning_rate': 'constant', 'loss': 'epsilon_insensitive', 'penalty': 'elasticnet'}",,,,,,,,28
36,1.2515613079071044,0.12081566187290316,0.002015352249145508,0.00010112332281304577,0.0005,optimal,squared_error,l2,"{'alpha': 0.0005, 'learning_rate': 'optimal', 'loss': 'squared_error', 'penalty': 'l2'}",0.08,0.13,0.08,0.1,0.09,0.096,0.01854723699099141,22
37,2.4102367877960207,0.11730325590627458,0.002169036865234375,0.00013184237864552505,0.0005,optimal,squared_error,l1,"{'alpha': 0.0005, 'learning_rate': 'optimal', 'loss': 'squared_error', 'penalty': 'l1'}",0.06,0.09,0.1,0.12,0.12,0.098,0.02227105745132009,20
38,3.204891872406006,0.07149802755918418,0.0019165992736816407,0.000279879869579022,0.0005,optimal,squared_error,elasticnet,"{'alpha': 0.0005, 'learning_rate': 'optimal', 'loss': 'squared_error', 'penalty': 'elasticnet'}",0.11,0.05,0.13,0.12,0.08,0.098,0.029257477676655583,20
39,1.1209967613220215,0.028416208028126982,0.0021453857421875,4.853504295606937e-05,0.0005,optimal,huber,l2,"{'alpha': 0.0005, 'learning_rate': 'optimal', 'loss': 'huber', 'penalty': 'l2'}",0.19,0.24,0.13,0.3,0.29,0.23000000000000004,0.06356099432828281,10
40,0.6152496337890625,0.033963632725845405,0.0021133899688720705,0.00012154591322032643,0.0005,optimal,huber,l1,"{'alpha': 0.0005, 'learning_rate': 'optimal', 'loss': 'huber', 'penalty': 'l1'}",0.63,0.64,0.66,0.6,0.63,0.632,0.019390719429665335,3
41,1.2039270401000977,0.04338735267763042,0.00202789306640625,0.00022024992199013666,0.0005,optimal,huber,elasticnet,"{'alpha': 0.0005, 'learning_rate': 'optimal', 'loss': 'huber', 'penalty': 'elasticnet'}",0.52,0.62,0.49,0.43,0.42,0.496,0.07227724399837061,4
42,1.3702546596527099,0.11138177898102299,0.0021303176879882814,0.0001711079763627856,0.0005,optimal,epsilon_insensitive,l2,"{'alpha': 0.0005, 'learning_rate': 'optimal', 'loss': 'epsilon_insensitive', 'penalty': 'l2'}",0.05,0.13,0.12,0.18,0.1,0.11599999999999999,0.04223742416388575,16
43,3.1616945266723633,0.49852266798443867,0.0017141342163085938,0.0003518863933647656,0.0005,optimal,epsilon_insensitive,l1,"{'alpha': 0.0005, 'learning_rate': 'optimal', 'loss': 'epsilon_insensitive', 'penalty': 'l1'}",0.29,0.3,0.38,0.42,0.28,0.33399999999999996,0.05571355310873647,8
44,2.967064046859741,0.22814983714828002,0.0019892215728759765,0.0003630825370567268,0.0005,optimal,epsilon_insensitive,elasticnet,"{'alpha': 0.0005, 'learning_rate': 'optimal', 'loss': 'epsilon_insensitive', 'penalty': 'elasticnet'}",0.1,0.25,0.11,0.23,0.14,0.16599999999999998,0.06216108107168022,12
45,0.0017354011535644532,2.146424087010986e-05,0.0,0.0,0.0005,invscaling,squared_error,l2,"{'alpha': 0.0005, 'learning_rate': 'invscaling', 'loss': 'squared_error', 'penalty': 'l2'}",,,,,,,,28
46,0.0017633438110351562,3.625311098601766e-05,0.0,0.0,0.0005,invscaling,squared_error,l1,"{'alpha': 0.0005, 'learning_rate': 'invscaling', 'loss': 'squared_error', 'penalty': 'l1'}",,,,,,,,28
47,0.0017056941986083984,2.4307659861734955e-05,0.0,0.0,0.0005,invscaling,squared_error,elasticnet,"{'alpha': 0.0005, 'learning_rate': 'invscaling', 'loss': 'squared_error', 'penalty': 'elasticnet'}",,,,,,,,28
48,0.004800605773925781,0.006154168505393137,0.0,0.0,0.0005,invscaling,huber,l2,"{'alpha': 0.0005, 'learning_rate': 'invscaling', 'loss': 'huber', 'penalty': 'l2'}",,,,,,,,28
49,0.0016980648040771484,2.9319630790568377e-05,0.0,0.0,0.0005,invscaling,huber,l1,"{'alpha': 0.0005, 'learning_rate': 'invscaling', 'loss': 'huber', 'penalty': 'l1'}",,,,,,,,28
50,0.001659059524536133,4.226768059026464e-05,0.0,0.0,0.0005,invscaling,huber,elasticnet,"{'alpha': 0.0005, 'learning_rate': 'invscaling', 'loss': 'huber', 'penalty': 'elasticnet'}",,,,,,,,28
